,iso_code,continent,location,Date ,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy
67086,ZAF,Africa,South Africa,2020-11-23,35.071,1.096,0.242,0.108,,59.30869,46.754,27.3,12294.876,2.32,64.13
67085,ZAF,Africa,South Africa,2020-11-22,38.274,0.978,0.369,0.104,,59.30869,46.754,27.3,12294.876,2.32,64.13
67084,ZAF,Africa,South Africa,2020-11-21,44.614,1.45,0.439,0.102,,59.30869,46.754,27.3,12294.876,2.32,64.13
67083,ZAF,Africa,South Africa,2020-11-20,52.353,1.484,0.489,0.101,,59.30869,46.754,27.3,12294.876,2.32,64.13
67082,ZAF,Africa,South Africa,2020-11-19,42.388,1.939,0.412,0.099,,59.30869,46.754,27.3,12294.876,2.32,64.13
67081,ZAF,Africa,South Africa,2020-11-18,48.694,2.091,0.484,0.097,,59.30869,46.754,27.3,12294.876,2.32,64.13
67080,ZAF,Africa,South Africa,2020-11-17,33.503,1.99,0.302,0.093,,59.30869,46.754,27.3,12294.876,2.32,64.13
67079,ZAF,Africa,South Africa,2020-11-16,20.992,1.231,0.215,0.092,,59.30869,46.754,27.3,12294.876,2.32,64.13
67078,ZAF,Africa,South Africa,2020-11-15,31.058,0.59,0.334,0.092,,59.30869,46.754,27.3,12294.876,2.32,64.13
67077,ZAF,Africa,South Africa,2020-11-14,37.718,0.894,0.396,0.09,,59.30869,46.754,27.3,12294.876,2.32,64.13
67076,ZAF,Africa,South Africa,2020-11-13,37.313,1.298,0.395,0.087,,59.30869,46.754,27.3,12294.876,2.32,64.13
67075,ZAF,Africa,South Africa,2020-11-12,39.421,1.096,0.433,0.084,,59.30869,46.754,27.3,12294.876,2.32,64.13
67074,ZAF,Africa,South Africa,2020-11-11,36.082,1.012,0.463,0.082,,59.30869,46.754,27.3,12294.876,2.32,64.13
67073,ZAF,Africa,South Africa,2020-11-10,29.153,1.787,0.291,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67072,ZAF,Africa,South Africa,2020-11-09,21.026,0.607,0.213,0.078,,59.30869,46.754,27.3,12294.876,2.32,64.13
67071,ZAF,Africa,South Africa,2020-11-08,23.133,0.337,0.291,0.076,,59.30869,46.754,27.3,12294.876,2.32,64.13
67070,ZAF,Africa,South Africa,2020-11-07,29.186,0.674,0.379,0.075,,59.30869,46.754,27.3,12294.876,2.32,64.13
67069,ZAF,Africa,South Africa,2020-11-06,29.692,1.214,0.389,0.075,,59.30869,46.754,27.3,12294.876,2.32,64.13
67068,ZAF,Africa,South Africa,2020-11-05,31.463,1.551,0.404,0.076,,59.30869,46.754,27.3,12294.876,2.32,64.13
67067,ZAF,Africa,South Africa,2020-11-04,28.866,0.776,0.423,0.077,,59.30869,46.754,27.3,12294.876,2.32,64.13
67066,ZAF,Africa,South Africa,2020-11-03,20.924,1.248,0.265,0.078,,59.30869,46.754,27.3,12294.876,2.32,64.13
67065,ZAF,Africa,South Africa,2020-11-02,13.017,0.91,0.175,0.076,,59.30869,46.754,27.3,12294.876,2.32,64.13
67064,ZAF,Africa,South Africa,2020-11-01,23.116,2.276,0.33,0.076,,59.30869,46.754,27.3,12294.876,2.32,64.13
67063,ZAF,Africa,South Africa,2020-10-31,29.844,0.776,0.373,0.077,,59.30869,46.754,27.3,12294.876,2.32,64.13
67062,ZAF,Africa,South Africa,2020-10-30,32.238,1.113,0.391,0.078,,59.30869,46.754,27.3,12294.876,2.32,64.13
67061,ZAF,Africa,South Africa,2020-10-29,34.666,0.894,0.422,0.078,,59.30869,46.754,27.3,12294.876,2.32,64.13
67060,ZAF,Africa,South Africa,2020-10-28,31.412,0.978,0.434,0.078,,59.30869,46.754,27.3,12294.876,2.32,64.13
67059,ZAF,Africa,South Africa,2020-10-27,18.412,0.759,0.295,0.079,,59.30869,46.754,27.3,12294.876,2.32,64.13
67058,ZAF,Africa,South Africa,2020-10-26,15.023,0.674,0.193,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
67057,ZAF,Africa,South Africa,2020-10-25,27.348,0.405,0.337,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67056,ZAF,Africa,South Africa,2020-10-24,30.923,0.894,0.351,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67055,ZAF,Africa,South Africa,2020-10-23,31.985,0.809,0.395,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67054,ZAF,Africa,South Africa,2020-10-22,36.352,1.72,0.435,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67053,ZAF,Africa,South Africa,2020-10-21,34.649,1.433,0.447,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
67052,ZAF,Africa,South Africa,2020-10-20,17.704,2.765,0.259,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
67051,ZAF,Africa,South Africa,2020-10-19,24.634,0.354,0.278,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67050,ZAF,Africa,South Africa,2020-10-18,28.023,1.062,0.36,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
67049,ZAF,Africa,South Africa,2020-10-17,32.508,0.641,0.381,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
67048,ZAF,Africa,South Africa,2020-10-16,34.042,1.029,0.408,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67047,ZAF,Africa,South Africa,2020-10-15,29.844,2.664,0.381,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
67046,ZAF,Africa,South Africa,2020-10-14,31.648,2.074,0.418,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
67045,ZAF,Africa,South Africa,2020-10-13,19.862,2.782,0.262,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67044,ZAF,Africa,South Africa,2020-10-12,14.973,1.399,0.185,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67043,ZAF,Africa,South Africa,2020-10-11,26.556,1.804,0.325,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67042,ZAF,Africa,South Africa,2020-10-10,42.894,2.124,0.473,0.082,,59.30869,46.754,27.3,12294.876,2.32,64.13
67041,ZAF,Africa,South Africa,2020-10-09,24.634,2.344,0.344,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
67040,ZAF,Africa,South Africa,2020-10-08,29.271,2.698,0.357,0.083,,59.30869,46.754,27.3,12294.876,2.32,64.13
67039,ZAF,Africa,South Africa,2020-10-07,32.255,2.445,0.398,0.083,,59.30869,46.754,27.3,12294.876,2.32,64.13
67038,ZAF,Africa,South Africa,2020-10-06,17.316,1.467,0.246,0.082,,59.30869,46.754,27.3,12294.876,2.32,64.13
67037,ZAF,Africa,South Africa,2020-10-05,15.613,0.674,0.181,0.082,,59.30869,46.754,27.3,12294.876,2.32,64.13
67036,ZAF,Africa,South Africa,2020-10-04,26.522,0.641,0.305,0.083,,59.30869,46.754,27.3,12294.876,2.32,64.13
67035,ZAF,Africa,South Africa,2020-10-03,31.749,0.489,0.368,0.083,,59.30869,46.754,27.3,12294.876,2.32,64.13
67034,ZAF,Africa,South Africa,2020-10-02,29.49,0.725,0.348,0.083,,59.30869,46.754,27.3,12294.876,2.32,64.13
67033,ZAF,Africa,South Africa,2020-10-01,29.422,2.226,0.356,0.085,,59.30869,46.754,27.3,12294.876,2.32,64.13
67032,ZAF,Africa,South Africa,2020-09-30,29.793,1.13,0.395,0.088,,59.30869,46.754,27.3,12294.876,2.32,64.13
67031,ZAF,Africa,South Africa,2020-09-29,15.225,1.366,0.203,0.093,,59.30869,46.754,27.3,12294.876,2.32,64.13
67030,ZAF,Africa,South Africa,2020-09-28,15.225,3.17,0.152,0.093,,59.30869,46.754,27.3,12294.876,2.32,64.13
67029,ZAF,Africa,South Africa,2020-09-27,21.38,0.371,0.253,0.094,,59.30869,46.754,27.3,12294.876,2.32,64.13
67028,ZAF,Africa,South Africa,2020-09-26,16.338,1.079,0.192,0.095,,59.30869,46.754,27.3,12294.876,2.32,64.13
67027,ZAF,Africa,South Africa,2020-09-25,24.954,0.489,0.252,0.096,,59.30869,46.754,27.3,12294.876,2.32,64.13
67026,ZAF,Africa,South Africa,2020-09-24,31.378,1.298,0.31,0.097,,59.30869,46.754,27.3,12294.876,2.32,64.13
67025,ZAF,Africa,South Africa,2020-09-23,32.137,1.484,0.331,0.096,,59.30869,46.754,27.3,12294.876,2.32,64.13
67024,ZAF,Africa,South Africa,2020-09-22,22.695,2.124,0.276,0.095,,59.30869,46.754,27.3,12294.876,2.32,64.13
67023,ZAF,Africa,South Africa,2020-09-21,12.224,0.658,0.104,0.094,,59.30869,46.754,27.3,12294.876,2.32,64.13
67022,ZAF,Africa,South Africa,2020-09-20,26.219,0.219,0.285,0.093,,59.30869,46.754,27.3,12294.876,2.32,64.13
67021,ZAF,Africa,South Africa,2020-09-19,34.211,1.399,0.355,0.094,,59.30869,46.754,27.3,12294.876,2.32,64.13
67020,ZAF,Africa,South Africa,2020-09-18,34.649,1.433,0.338,0.094,,59.30869,46.754,27.3,12294.876,2.32,64.13
67019,ZAF,Africa,South Africa,2020-09-17,35.88,1.13,0.377,0.093,,59.30869,46.754,27.3,12294.876,2.32,64.13
67018,ZAF,Africa,South Africa,2020-09-16,32.424,1.079,0.353,0.093,,59.30869,46.754,27.3,12294.876,2.32,64.13
67017,ZAF,Africa,South Africa,2020-09-15,13.017,2.394,0.196,0.093,,59.30869,46.754,27.3,12294.876,2.32,64.13
67016,ZAF,Africa,South Africa,2020-09-14,16.119,0.877,0.171,0.095,,59.30869,46.754,27.3,12294.876,2.32,64.13
67015,ZAF,Africa,South Africa,2020-09-13,26.623,0.337,0.265,0.095,,59.30869,46.754,27.3,12294.876,2.32,64.13
67014,ZAF,Africa,South Africa,2020-09-12,30.619,0.826,0.314,0.095,,59.30869,46.754,27.3,12294.876,2.32,64.13
67013,ZAF,Africa,South Africa,2020-09-11,33.047,1.905,0.349,0.096,,59.30869,46.754,27.3,12294.876,2.32,64.13
67012,ZAF,Africa,South Africa,2020-09-10,33.84,1.636,0.347,0.098,,59.30869,46.754,27.3,12294.876,2.32,64.13
67011,ZAF,Africa,South Africa,2020-09-09,33.553,1.383,0.366,0.102,,59.30869,46.754,27.3,12294.876,2.32,64.13
67010,ZAF,Africa,South Africa,2020-09-08,18.193,1.383,0.206,0.105,,59.30869,46.754,27.3,12294.876,2.32,64.13
67009,ZAF,Africa,South Africa,2020-09-07,14.247,1.939,0.148,0.107,,59.30869,46.754,27.3,12294.876,2.32,64.13
67008,ZAF,Africa,South Africa,2020-09-06,27.534,1.855,0.276,0.107,,59.30869,46.754,27.3,12294.876,2.32,64.13
67007,ZAF,Africa,South Africa,2020-09-05,30.451,1.703,0.306,0.11,,59.30869,46.754,27.3,12294.876,2.32,64.13
67006,ZAF,Africa,South Africa,2020-09-04,34.784,1.939,0.314,0.112,,59.30869,46.754,27.3,12294.876,2.32,64.13
67005,ZAF,Africa,South Africa,2020-09-03,40.803,2.934,0.344,0.114,,59.30869,46.754,27.3,12294.876,2.32,64.13
67004,ZAF,Africa,South Africa,2020-09-02,39.387,2.124,0.359,0.117,,59.30869,46.754,27.3,12294.876,2.32,64.13
67003,ZAF,Africa,South Africa,2020-09-01,20.537,1.922,0.197,0.12,,59.30869,46.754,27.3,12294.876,2.32,64.13
67002,ZAF,Africa,South Africa,2020-08-31,33.469,2.04,0.318,0.12,,59.30869,46.754,27.3,12294.876,2.32,64.13
67001,ZAF,Africa,South Africa,2020-08-30,42.237,0.792,0.369,0.126,,59.30869,46.754,27.3,12294.876,2.32,64.13
67000,ZAF,Africa,South Africa,2020-08-29,40.787,4.013,0.348,0.132,,59.30869,46.754,27.3,12294.876,2.32,64.13
66999,ZAF,Africa,South Africa,2020-08-28,31.125,1.939,0.242,0.131,,59.30869,46.754,27.3,12294.876,2.32,64.13
66998,ZAF,Africa,South Africa,2020-08-27,43.586,2.124,0.321,0.133,,59.30869,46.754,27.3,12294.876,2.32,64.13
66997,ZAF,Africa,South Africa,2020-08-26,45.255,3.271,0.34,0.137,,59.30869,46.754,27.3,12294.876,2.32,64.13
66996,ZAF,Africa,South Africa,2020-08-25,26.421,2.512,0.249,0.141,,59.30869,46.754,27.3,12294.876,2.32,64.13
66995,ZAF,Africa,South Africa,2020-08-24,28.276,1.686,0.179,0.145,,59.30869,46.754,27.3,12294.876,2.32,64.13
66994,ZAF,Africa,South Africa,2020-08-23,45.997,1.214,0.31,0.147,,59.30869,46.754,27.3,12294.876,2.32,64.13
66993,ZAF,Africa,South Africa,2020-08-22,62.503,2.428,0.515,0.149,,59.30869,46.754,27.3,12294.876,2.32,64.13
66992,ZAF,Africa,South Africa,2020-08-21,57.293,3.794,0.408,0.158,,59.30869,46.754,27.3,12294.876,2.32,64.13
66991,ZAF,Africa,South Africa,2020-08-20,65.42,3.288,0.415,0.164,,59.30869,46.754,27.3,12294.876,2.32,64.13
66990,ZAF,Africa,South Africa,2020-08-19,66.027,2.681,0.427,0.169,,59.30869,46.754,27.3,12294.876,2.32,64.13
66989,ZAF,Africa,South Africa,2020-08-18,38.072,4.755,0.247,0.172,,59.30869,46.754,27.3,12294.876,2.32,64.13
66988,ZAF,Africa,South Africa,2020-08-17,42.844,2.411,0.253,0.177,,59.30869,46.754,27.3,12294.876,2.32,64.13
66987,ZAF,Africa,South Africa,2020-08-16,62.251,2.731,0.381,0.183,,59.30869,46.754,27.3,12294.876,2.32,64.13
66986,ZAF,Africa,South Africa,2020-08-15,76.093,2.04,0.454,0.193,,59.30869,46.754,27.3,12294.876,2.32,64.13
66985,ZAF,Africa,South Africa,2020-08-14,105.802,4.822,0.6,0.201,,59.30869,46.754,27.3,12294.876,2.32,64.13
66984,ZAF,Africa,South Africa,2020-08-13,66.533,4.384,0.338,0.209,,59.30869,46.754,27.3,12294.876,2.32,64.13
66983,ZAF,Africa,South Africa,2020-08-12,47.379,4.367,0.277,0.214,,59.30869,46.754,27.3,12294.876,2.32,64.13
66982,ZAF,Africa,South Africa,2020-08-11,42.338,2.192,0.194,0.223,,59.30869,46.754,27.3,12294.876,2.32,64.13
66981,ZAF,Africa,South Africa,2020-08-10,63.043,3.591,0.285,0.224,,59.30869,46.754,27.3,12294.876,2.32,64.13
66980,ZAF,Africa,South Africa,2020-08-09,112.479,3.338,0.511,0.226,,59.30869,46.754,27.3,12294.876,2.32,64.13
66979,ZAF,Africa,South Africa,2020-08-08,130.032,5.075,0.617,0.229,,59.30869,46.754,27.3,12294.876,2.32,64.13
66978,ZAF,Africa,South Africa,2020-08-07,122.95,5.143,0.571,0.233,,59.30869,46.754,27.3,12294.876,2.32,64.13
66977,ZAF,Africa,South Africa,2020-08-06,140.064,5.159,0.617,0.242,,59.30869,46.754,27.3,12294.876,2.32,64.13
66976,ZAF,Africa,South Africa,2020-08-05,144.313,6.98,0.59,0.245,,59.30869,46.754,27.3,12294.876,2.32,64.13
66975,ZAF,Africa,South Africa,2020-08-04,75.132,5.817,0.329,0.249,,59.30869,46.754,27.3,12294.876,2.32,64.13
66974,ZAF,Africa,South Africa,2020-08-03,90.661,2.917,0.37,0.251,,59.30869,46.754,27.3,12294.876,2.32,64.13
66973,ZAF,Africa,South Africa,2020-08-02,138.175,3.591,0.587,0.251,,59.30869,46.754,27.3,12294.876,2.32,64.13
66972,ZAF,Africa,South Africa,2020-08-01,170.413,2.495,0.716,0.255,,59.30869,46.754,27.3,12294.876,2.32,64.13
66971,ZAF,Africa,South Africa,2020-07-31,185.706,3.254,0.699,0.259,,59.30869,46.754,27.3,12294.876,2.32,64.13
66970,ZAF,Africa,South Africa,2020-07-30,186.246,5.311,0.757,0.259,,59.30869,46.754,27.3,12294.876,2.32,64.13
66969,ZAF,Africa,South Africa,2020-07-29,191.574,4.047,0.717,0.265,,59.30869,46.754,27.3,12294.876,2.32,64.13
66968,ZAF,Africa,South Africa,2020-07-28,121.938,3.204,0.479,0.265,,59.30869,46.754,27.3,12294.876,2.32,64.13
66967,ZAF,Africa,South Africa,2020-07-27,119.645,5.025,0.479,0.266,,59.30869,46.754,27.3,12294.876,2.32,64.13
66966,ZAF,Africa,South Africa,2020-07-26,189.399,1.922,0.724,0.269,,59.30869,46.754,27.3,12294.876,2.32,64.13
66965,ZAF,Africa,South Africa,2020-07-25,205.771,5.261,0.781,0.27,,59.30869,46.754,27.3,12294.876,2.32,64.13
66964,ZAF,Africa,South Africa,2020-07-24,235.109,4.215,0.883,0.271,,59.30869,46.754,27.3,12294.876,2.32,64.13
66963,ZAF,Africa,South Africa,2020-07-23,220.946,2.58,0.786,0.273,,59.30869,46.754,27.3,12294.876,2.32,64.13
66962,ZAF,Africa,South Africa,2020-07-22,221.721,9.644,0.819,0.273,,59.30869,46.754,27.3,12294.876,2.32,64.13
66961,ZAF,Africa,South Africa,2020-07-21,137.754,3.288,0.527,0.275,,59.30869,46.754,27.3,12294.876,2.32,64.13
66960,ZAF,Africa,South Africa,2020-07-20,156.807,2.361,0.572,0.276,,59.30869,46.754,27.3,12294.876,2.32,64.13
66959,ZAF,Africa,South Africa,2020-07-19,226.763,1.433,0.826,0.278,,59.30869,46.754,27.3,12294.876,2.32,64.13
66958,ZAF,Africa,South Africa,2020-07-18,223.998,2.428,0.838,0.276,,59.30869,46.754,27.3,12294.876,2.32,64.13
66957,ZAF,Africa,South Africa,2020-07-17,225.481,2.276,0.812,0.275,,59.30869,46.754,27.3,12294.876,2.32,64.13
66956,ZAF,Africa,South Africa,2020-07-16,222.092,3.642,0.789,0.265,,59.30869,46.754,27.3,12294.876,2.32,64.13
66955,ZAF,Africa,South Africa,2020-07-15,215.095,1.804,0.765,0.259,,59.30869,46.754,27.3,12294.876,2.32,64.13
66954,ZAF,Africa,South Africa,2020-07-14,176.972,2.934,0.643,0.253,,59.30869,46.754,27.3,12294.876,2.32,64.13
66953,ZAF,Africa,South Africa,2020-07-13,194.811,1.568,0.678,0.248,,59.30869,46.754,27.3,12294.876,2.32,64.13
66952,ZAF,Africa,South Africa,2020-07-12,203.309,1.821,0.773,0.245,,59.30869,46.754,27.3,12294.876,2.32,64.13
66951,ZAF,Africa,South Africa,2020-07-11,227.572,1.872,0.866,0.241,,59.30869,46.754,27.3,12294.876,2.32,64.13
66950,ZAF,Africa,South Africa,2020-07-10,208.199,2.361,0.955,0.236,,59.30869,46.754,27.3,12294.876,2.32,64.13
66949,ZAF,Africa,South Africa,2020-07-09,230.556,1.99,0.947,0.239,,59.30869,46.754,27.3,12294.876,2.32,64.13
66948,ZAF,Africa,South Africa,2020-07-08,148.545,1.686,0.622,0.235,,59.30869,46.754,27.3,12294.876,2.32,64.13
66947,ZAF,Africa,South Africa,2020-07-07,170.869,3.237,0.732,0.233,,59.30869,46.754,27.3,12294.876,2.32,64.13
66946,ZAF,Africa,South Africa,2020-07-06,151.259,1.872,0.572,0.23,,59.30869,46.754,27.3,12294.876,2.32,64.13
66945,ZAF,Africa,South Africa,2020-07-05,147.921,2.917,0.642,0.223,,59.30869,46.754,27.3,12294.876,2.32,64.13
66944,ZAF,Africa,South Africa,2020-07-04,182.992,1.248,0.791,0.214,,59.30869,46.754,27.3,12294.876,2.32,64.13
66943,ZAF,Africa,South Africa,2020-07-03,152.811,1.821,0.658,0.208,,59.30869,46.754,27.3,12294.876,2.32,64.13
66942,ZAF,Africa,South Africa,2020-07-02,147.162,1.602,0.661,0.202,,59.30869,46.754,27.3,12294.876,2.32,64.13
66941,ZAF,Africa,South Africa,2020-07-01,136.978,1.551,0.623,0.19,,59.30869,46.754,27.3,12294.876,2.32,64.13
66940,ZAF,Africa,South Africa,2020-06-30,117.099,2.158,0.557,0.182,,59.30869,46.754,27.3,12294.876,2.32,64.13
66939,ZAF,Africa,South Africa,2020-06-29,103.358,1.231,0.504,0.175,,59.30869,46.754,27.3,12294.876,2.32,64.13
66938,ZAF,Africa,South Africa,2020-06-28,106.797,0.725,0.642,0.171,,59.30869,46.754,27.3,12294.876,2.32,64.13
66937,ZAF,Africa,South Africa,2020-06-27,121.567,1.231,0.605,0.166,,59.30869,46.754,27.3,12294.876,2.32,64.13
66936,ZAF,Africa,South Africa,2020-06-26,104.791,0.809,0.558,0.158,,59.30869,46.754,27.3,12294.876,2.32,64.13
66935,ZAF,Africa,South Africa,2020-06-25,110.928,1.467,0.727,0.149,,59.30869,46.754,27.3,12294.876,2.32,64.13
66934,ZAF,Africa,South Africa,2020-06-24,95.905,1.737,0.575,0.15,,59.30869,46.754,27.3,12294.876,2.32,64.13
66933,ZAF,Africa,South Africa,2020-06-23,76.178,1.872,0.499,0.142,,59.30869,46.754,27.3,12294.876,2.32,64.13
66932,ZAF,Africa,South Africa,2020-06-22,72.3,1.029,0.423,0.137,,59.30869,46.754,27.3,12294.876,2.32,64.13
66931,ZAF,Africa,South Africa,2020-06-21,77.914,0.894,0.581,0.132,,59.30869,46.754,27.3,12294.876,2.32,64.13
66930,ZAF,Africa,South Africa,2020-06-20,83.731,0.776,0.559,0.131,,59.30869,46.754,27.3,12294.876,2.32,64.13
66929,ZAF,Africa,South Africa,2020-06-19,64.493,1.585,0.545,0.129,,59.30869,46.754,27.3,12294.876,2.32,64.13
66928,ZAF,Africa,South Africa,2020-06-18,58.642,1.062,0.35,0.127,,59.30869,46.754,27.3,12294.876,2.32,64.13
66927,ZAF,Africa,South Africa,2020-06-17,68.759,0.826,0.588,0.12,,59.30869,46.754,27.3,12294.876,2.32,64.13
66926,ZAF,Africa,South Africa,2020-06-16,47.227,0.961,0.398,0.114,,59.30869,46.754,27.3,12294.876,2.32,64.13
66925,ZAF,Africa,South Africa,2020-06-15,58.929,1.484,0.455,0.11,,59.30869,46.754,27.3,12294.876,2.32,64.13
66924,ZAF,Africa,South Africa,2020-06-14,72.536,0.961,0.574,0.108,,59.30869,46.754,27.3,12294.876,2.32,64.13
66923,ZAF,Africa,South Africa,2020-06-13,64.223,1.163,0.463,0.101,,59.30869,46.754,27.3,12294.876,2.32,64.13
66922,ZAF,Africa,South Africa,2020-06-12,56.636,1.18,0.54,0.088,,59.30869,46.754,27.3,12294.876,2.32,64.13
66921,ZAF,Africa,South Africa,2020-06-11,53.061,1.248,0.506,0.086,,59.30869,46.754,27.3,12294.876,2.32,64.13
66920,ZAF,Africa,South Africa,2020-06-10,40.972,0.809,0.511,0.084,,59.30869,46.754,27.3,12294.876,2.32,64.13
66919,ZAF,Africa,South Africa,2020-06-09,35.61,1.383,0.422,0.083,,59.30869,46.754,27.3,12294.876,2.32,64.13
66918,ZAF,Africa,South Africa,2020-06-08,43.737,1.383,0.388,0.082,,59.30869,46.754,27.3,12294.876,2.32,64.13
66917,ZAF,Africa,South Africa,2020-06-07,38.982,0.776,0.479,0.08,,59.30869,46.754,27.3,12294.876,2.32,64.13
66916,ZAF,Africa,South Africa,2020-06-06,42.81,0.742,0.688,0.079,,59.30869,46.754,27.3,12294.876,2.32,64.13
66915,ZAF,Africa,South Africa,2020-06-05,44.547,1.012,0.509,0.083,,59.30869,46.754,27.3,12294.876,2.32,64.13
66914,ZAF,Africa,South Africa,2020-06-04,55.085,0.944,0.585,0.081,,59.30869,46.754,27.3,12294.876,2.32,64.13
66913,ZAF,Africa,South Africa,2020-06-03,28.883,0.624,0.412,0.077,,59.30869,46.754,27.3,12294.876,2.32,64.13
66912,ZAF,Africa,South Africa,2020-06-02,24.533,0.843,0.317,0.074,,59.30869,46.754,27.3,12294.876,2.32,64.13
66911,ZAF,Africa,South Africa,2020-06-01,28.225,0.371,0.297,0.074,,59.30869,46.754,27.3,12294.876,2.32,64.13
66910,ZAF,Africa,South Africa,2020-05-31,28.933,0.674,0.392,0.071,,59.30869,46.754,27.3,12294.876,2.32,64.13
66909,ZAF,Africa,South Africa,2020-05-30,29.119,0.54,0.366,0.07,,59.30869,46.754,27.3,12294.876,2.32,64.13
66908,ZAF,Africa,South Africa,2020-05-29,30.974,0.573,0.412,0.066,,59.30869,46.754,27.3,12294.876,2.32,64.13
66907,ZAF,Africa,South Africa,2020-05-28,24.718,0.422,0.349,0.063,,59.30869,46.754,27.3,12294.876,2.32,64.13
66906,ZAF,Africa,South Africa,2020-05-27,28.208,0.472,0.489,0.061,,59.30869,46.754,27.3,12294.876,2.32,64.13
66905,ZAF,Africa,South Africa,2020-05-26,10.943,0.725,0.155,0.06,,59.30869,46.754,27.3,12294.876,2.32,64.13
66904,ZAF,Africa,South Africa,2020-05-25,17.4,0.877,0.218,0.059,,59.30869,46.754,27.3,12294.876,2.32,64.13
66903,ZAF,Africa,South Africa,2020-05-24,20.908,0.371,0.329,0.057,,59.30869,46.754,27.3,12294.876,2.32,64.13
66902,ZAF,Africa,South Africa,2020-05-23,20.537,0.169,0.36,0.056,,59.30869,46.754,27.3,12294.876,2.32,64.13
66901,ZAF,Africa,South Africa,2020-05-22,16.659,0.472,0.297,0.054,,59.30869,46.754,27.3,12294.876,2.32,64.13
66900,ZAF,Africa,South Africa,2020-05-21,19.12,0.506,0.33,0.052,,59.30869,46.754,27.3,12294.876,2.32,64.13
66899,ZAF,Africa,South Africa,2020-05-20,13.539,0.455,0.291,0.05,,59.30869,46.754,27.3,12294.876,2.32,64.13
66898,ZAF,Africa,South Africa,2020-05-19,12.932,0.438,0.228,0.049,,59.30869,46.754,27.3,12294.876,2.32,64.13
66897,ZAF,Africa,South Africa,2020-05-18,15.478,0.371,0.239,0.049,,59.30869,46.754,27.3,12294.876,2.32,64.13
66896,ZAF,Africa,South Africa,2020-05-17,19.559,0.051,0.359,0.046,,59.30869,46.754,27.3,12294.876,2.32,64.13
66895,ZAF,Africa,South Africa,2020-05-16,14.011,0.236,0.304,0.043,,59.30869,46.754,27.3,12294.876,2.32,64.13
66894,ZAF,Africa,South Africa,2020-05-15,13.236,0.152,0.313,0.041,,59.30869,46.754,27.3,12294.876,2.32,64.13
66893,ZAF,Africa,South Africa,2020-05-14,11.213,0.32,0.281,0.041,,59.30869,46.754,27.3,12294.876,2.32,64.13
66892,ZAF,Africa,South Africa,2020-05-13,12.207,0.219,0.281,0.04,,59.30869,46.754,27.3,12294.876,2.32,64.13
66891,ZAF,Africa,South Africa,2020-05-12,11.769,0.0,0.23,0.037,,59.30869,46.754,27.3,12294.876,2.32,64.13
66890,ZAF,Africa,South Africa,2020-05-11,10.74,0.202,0.248,0.035,,59.30869,46.754,27.3,12294.876,2.32,64.13
66889,ZAF,Africa,South Africa,2020-05-10,10.032,0.135,0.291,0.034,,59.30869,46.754,27.3,12294.876,2.32,64.13
66888,ZAF,Africa,South Africa,2020-05-09,8.852,0.135,0.275,0.033,,59.30869,46.754,27.3,12294.876,2.32,64.13
66887,ZAF,Africa,South Africa,2020-05-08,11.179,0.287,0.263,0.033,,59.30869,46.754,27.3,12294.876,2.32,64.13
66886,ZAF,Africa,South Africa,2020-05-07,7.149,0.135,0.215,0.031,,59.30869,46.754,27.3,12294.876,2.32,64.13
66885,ZAF,Africa,South Africa,2020-05-06,3.979,0.084,0.191,0.03,,59.30869,46.754,27.3,12294.876,2.32,64.13
66884,ZAF,Africa,South Africa,2020-05-05,5.935,0.169,0.177,0.031,,59.30869,46.754,27.3,12294.876,2.32,64.13
66883,ZAF,Africa,South Africa,2020-05-04,7.368,0.118,0.199,0.031,,59.30869,46.754,27.3,12294.876,2.32,64.13
