,iso_code,continent,location,Date ,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy
15782,CHN,Asia,China,2020-08-01,0.033,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15781,CHN,Asia,China,2020-07-31,0.031,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15780,CHN,Asia,China,2020-07-30,0.088,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15779,CHN,Asia,China,2020-07-29,0.073,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15778,CHN,Asia,China,2020-07-28,0.07,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15777,CHN,Asia,China,2020-07-27,0.047,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15776,CHN,Asia,China,2020-07-26,0.042,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15775,CHN,Asia,China,2020-07-25,0.032,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15774,CHN,Asia,China,2020-07-24,0.024,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15773,CHN,Asia,China,2020-07-23,0.015,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15772,CHN,Asia,China,2020-07-22,0.017,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15771,CHN,Asia,China,2020-07-21,0.009,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15770,CHN,Asia,China,2020-07-20,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15769,CHN,Asia,China,2020-07-19,0.015,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15768,CHN,Asia,China,2020-07-18,0.011,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15767,CHN,Asia,China,2020-07-17,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15766,CHN,Asia,China,2020-07-16,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15765,CHN,Asia,China,2020-07-15,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15764,CHN,Asia,China,2020-07-14,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15763,CHN,Asia,China,2020-07-13,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15762,CHN,Asia,China,2020-07-12,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15761,CHN,Asia,China,2020-07-11,0.009,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15760,CHN,Asia,China,2020-07-10,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15759,CHN,Asia,China,2020-07-09,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15758,CHN,Asia,China,2020-07-08,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15757,CHN,Asia,China,2020-07-07,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15756,CHN,Asia,China,2020-07-06,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15755,CHN,Asia,China,2020-07-05,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15754,CHN,Asia,China,2020-07-04,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15753,CHN,Asia,China,2020-07-03,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15752,CHN,Asia,China,2020-07-02,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15751,CHN,Asia,China,2020-07-01,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15750,CHN,Asia,China,2020-06-30,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15749,CHN,Asia,China,2020-06-29,0.013,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15748,CHN,Asia,China,2020-06-28,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15747,CHN,Asia,China,2020-06-27,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15746,CHN,Asia,China,2020-06-26,0.015,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15745,CHN,Asia,China,2020-06-25,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15744,CHN,Asia,China,2020-06-24,0.013,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15743,CHN,Asia,China,2020-06-23,0.009,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15742,CHN,Asia,China,2020-06-22,0.015,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15741,CHN,Asia,China,2020-06-21,0.011,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15740,CHN,Asia,China,2020-06-20,0.038,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15739,CHN,Asia,China,2020-06-19,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15738,CHN,Asia,China,2020-06-18,0.022,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15737,CHN,Asia,China,2020-06-17,0.019,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15736,CHN,Asia,China,2020-06-16,0.031,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15735,CHN,Asia,China,2020-06-15,0.028,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15734,CHN,Asia,China,2020-06-14,0.034,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15733,CHN,Asia,China,2020-06-13,0.04,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15732,CHN,Asia,China,2020-06-12,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15731,CHN,Asia,China,2020-06-11,0.005,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15730,CHN,Asia,China,2020-06-10,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15729,CHN,Asia,China,2020-06-09,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15728,CHN,Asia,China,2020-06-08,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15727,CHN,Asia,China,2020-06-07,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15726,CHN,Asia,China,2020-06-06,0.004,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15725,CHN,Asia,China,2020-06-05,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15724,CHN,Asia,China,2020-06-04,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15723,CHN,Asia,China,2020-06-03,-0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15722,CHN,Asia,China,2020-06-02,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15721,CHN,Asia,China,2020-06-01,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15720,CHN,Asia,China,2020-05-31,0.011,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15719,CHN,Asia,China,2020-05-30,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15718,CHN,Asia,China,2020-05-29,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15717,CHN,Asia,China,2020-05-28,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15716,CHN,Asia,China,2020-05-27,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15715,CHN,Asia,China,2020-05-26,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15714,CHN,Asia,China,2020-05-25,0.005,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15713,CHN,Asia,China,2020-05-24,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15712,CHN,Asia,China,2020-05-23,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15711,CHN,Asia,China,2020-05-22,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15710,CHN,Asia,China,2020-05-21,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15709,CHN,Asia,China,2020-05-20,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15708,CHN,Asia,China,2020-05-19,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15707,CHN,Asia,China,2020-05-18,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15706,CHN,Asia,China,2020-05-17,0.005,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15705,CHN,Asia,China,2020-05-16,0.004,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15704,CHN,Asia,China,2020-05-15,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15703,CHN,Asia,China,2020-05-14,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15702,CHN,Asia,China,2020-05-13,0.002,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15701,CHN,Asia,China,2020-05-12,0.005,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15700,CHN,Asia,China,2020-05-11,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15699,CHN,Asia,China,2020-05-10,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15698,CHN,Asia,China,2020-05-09,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15697,CHN,Asia,China,2020-05-08,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15696,CHN,Asia,China,2020-05-07,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15695,CHN,Asia,China,2020-05-06,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15694,CHN,Asia,China,2020-05-05,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15693,CHN,Asia,China,2020-05-04,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15692,CHN,Asia,China,2020-05-03,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15691,CHN,Asia,China,2020-05-02,0.0,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15690,CHN,Asia,China,2020-05-01,0.001,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15689,CHN,Asia,China,2020-04-30,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15688,CHN,Asia,China,2020-04-29,0.003,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15687,CHN,Asia,China,2020-04-28,0.015,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15686,CHN,Asia,China,2020-04-27,0.004,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15685,CHN,Asia,China,2020-04-26,0.002,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15684,CHN,Asia,China,2020-04-25,0.006,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15683,CHN,Asia,China,2020-04-24,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15682,CHN,Asia,China,2020-04-23,0.01,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15681,CHN,Asia,China,2020-04-22,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15680,CHN,Asia,China,2020-04-21,0.022,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15679,CHN,Asia,China,2020-04-20,0.008,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15678,CHN,Asia,China,2020-04-19,0.012,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15677,CHN,Asia,China,2020-04-18,0.017,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15676,CHN,Asia,China,2020-04-17,0.245,0.896,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15675,CHN,Asia,China,2020-04-16,0.033,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15674,CHN,Asia,China,2020-04-15,0.031,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15673,CHN,Asia,China,2020-04-14,0.063,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15672,CHN,Asia,China,2020-04-13,0.051,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15671,CHN,Asia,China,2020-04-12,0.081,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15670,CHN,Asia,China,2020-04-11,0.043,0.002,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15669,CHN,Asia,China,2020-04-10,0.029,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15668,CHN,Asia,China,2020-04-09,0.042,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15667,CHN,Asia,China,2020-04-08,0.046,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15666,CHN,Asia,China,2020-04-07,0.022,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15665,CHN,Asia,China,2020-04-06,0.027,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15664,CHN,Asia,China,2020-04-05,0.022,0.002,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15663,CHN,Asia,China,2020-04-04,0.01,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15662,CHN,Asia,China,2020-04-03,0.025,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15661,CHN,Asia,China,2020-04-02,0.024,0.004,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15660,CHN,Asia,China,2020-04-01,0.022,0.005,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15659,CHN,Asia,China,2020-03-31,0.034,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15658,CHN,Asia,China,2020-03-30,0.024,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15657,CHN,Asia,China,2020-03-29,0.03,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15656,CHN,Asia,China,2020-03-28,0.042,0.002,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15655,CHN,Asia,China,2020-03-27,0.034,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15654,CHN,Asia,China,2020-03-26,0.054,0.004,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15653,CHN,Asia,China,2020-03-25,0.032,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15652,CHN,Asia,China,2020-03-24,0.044,0.005,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15651,CHN,Asia,China,2020-03-23,0.017,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15650,CHN,Asia,China,2020-03-22,0.06,0.01,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15649,CHN,Asia,China,2020-03-21,0.026,0.004,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15648,CHN,Asia,China,2020-03-20,0.032,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15647,CHN,Asia,China,2020-03-19,0.019,0.006,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15646,CHN,Asia,China,2020-03-18,0.017,0.008,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15645,CHN,Asia,China,2020-03-17,0.013,0.009,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15644,CHN,Asia,China,2020-03-16,0.014,0.01,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15643,CHN,Asia,China,2020-03-15,0.015,0.007,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15642,CHN,Asia,China,2020-03-14,0.018,0.009,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15641,CHN,Asia,China,2020-03-13,0.006,0.005,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15640,CHN,Asia,China,2020-03-12,0.006,0.008,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15639,CHN,Asia,China,2020-03-11,0.019,0.015,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15638,CHN,Asia,China,2020-03-10,0.015,0.011,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15637,CHN,Asia,China,2020-03-09,0.025,0.016,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15636,CHN,Asia,China,2020-03-08,0.033,0.019,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15635,CHN,Asia,China,2020-03-07,0.055,0.019,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15634,CHN,Asia,China,2020-03-06,0.105,0.02,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15633,CHN,Asia,China,2020-03-05,0.105,0.022,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15632,CHN,Asia,China,2020-03-04,0.083,0.025,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15631,CHN,Asia,China,2020-03-03,0.087,0.023,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15630,CHN,Asia,China,2020-03-02,0.139,0.029,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15629,CHN,Asia,China,2020-03-01,0.399,0.024,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15628,CHN,Asia,China,2020-02-29,0.297,0.033,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15627,CHN,Asia,China,2020-02-28,0.226,0.031,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15626,CHN,Asia,China,2020-02-27,0.301,0.02,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15625,CHN,Asia,China,2020-02-26,0.281,0.036,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15624,CHN,Asia,China,2020-02-25,0.353,0.049,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15623,CHN,Asia,China,2020-02-24,0.149,0.104,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15622,CHN,Asia,China,2020-02-23,0.011,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15621,CHN,Asia,China,2020-02-22,1.007,0.142,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15620,CHN,Asia,China,2020-02-21,0.329,0.0,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15619,CHN,Asia,China,2020-02-20,0.315,0.085,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15618,CHN,Asia,China,2020-02-19,0.283,0.078,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15617,CHN,Asia,China,2020-02-18,1.233,0.097,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15616,CHN,Asia,China,2020-02-17,1.333,0.068,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15615,CHN,Asia,China,2020-02-16,1.458,0.072,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15614,CHN,Asia,China,2020-02-15,1.428,0.099,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15613,CHN,Asia,China,2020-02-14,4.488,0.106,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15612,CHN,Asia,China,2020-02-13,10.514,0.175,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15611,CHN,Asia,China,2020-02-12,0.258,0.003,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15610,CHN,Asia,China,2020-02-11,1.404,0.069,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15609,CHN,Asia,China,2020-02-10,1.748,0.074,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15608,CHN,Asia,China,2020-02-09,2.093,0.069,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15607,CHN,Asia,China,2020-02-08,1.878,0.06,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15606,CHN,Asia,China,2020-02-07,2.447,0.059,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15605,CHN,Asia,China,2020-02-06,2.184,0.049,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15604,CHN,Asia,China,2020-02-05,2.591,0.05,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15603,CHN,Asia,China,2020-02-04,2.771,0.045,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15602,CHN,Asia,China,2020-02-03,2.144,0.044,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15601,CHN,Asia,China,2020-02-02,3.291,0.071,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15600,CHN,Asia,China,2020-02-01,1.451,0.032,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15599,CHN,Asia,China,2020-01-31,1.153,0.029,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15598,CHN,Asia,China,2020-01-30,1.427,0.026,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15597,CHN,Asia,China,2020-01-29,0.4,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15596,CHN,Asia,China,2020-01-28,1.829,0.034,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15595,CHN,Asia,China,2020-01-27,0.557,0.018,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15594,CHN,Asia,China,2020-01-26,0.463,0.01,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15593,CHN,Asia,China,2020-01-25,0.336,0.011,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15592,CHN,Asia,China,2020-01-24,0.192,0.006,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15591,CHN,Asia,China,2020-01-23,0.065,0.001,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
15590,CHN,Asia,China,2020-01-22,,,,,,1439.323774,147.674,38.7,15308.712,4.34,76.91
10511,BRA,South America,Brazil,2021-06-11,400.589,10.425,,,53224020.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10510,BRA,South America,Brazil,2021-06-10,414.435,11.78,,,52429219.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10509,BRA,South America,Brazil,2021-06-09,403.407,12.811,,,51465240.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10508,BRA,South America,Brazil,2021-06-08,248.923,11.187,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10507,BRA,South America,Brazil,2021-06-07,174.803,4.752,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10506,BRA,South America,Brazil,2021-06-06,186.475,4.107,,,48802098.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10505,BRA,South America,Brazil,2021-06-05,310.581,7.946,,,48576572.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10504,BRA,South America,Brazil,2021-06-04,178.472,6.84,,,48007886.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10503,BRA,South America,Brazil,2021-06-03,392.319,7.913,,,47636424.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10502,BRA,South America,Brazil,2021-06-02,449.761,11.794,,,46498375.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10501,BRA,South America,Brazil,2021-06-01,371.313,11.329,,,45940210.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10500,BRA,South America,Brazil,2021-05-31,143.179,4.046,,,45376214.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10499,BRA,South America,Brazil,2021-05-30,204.743,4.112,,,45079934.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10498,BRA,South America,Brazil,2021-05-29,374.813,9.466,,,44956732.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10497,BRA,South America,Brazil,2021-05-28,234.137,11.155,,,44564785.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10496,BRA,South America,Brazil,2021-05-27,317.403,10.562,,,43727936.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10495,BRA,South America,Brazil,2021-05-26,378.652,11.282,,,43239648.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10494,BRA,South America,Brazil,2021-05-25,345.565,10.223,,,42702699.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10493,BRA,South America,Brazil,2021-05-24,176.412,3.717,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10492,BRA,South America,Brazil,2021-05-23,168.513,4.046,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10491,BRA,South America,Brazil,2021-05-22,359.852,8.934,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10490,BRA,South America,Brazil,2021-05-21,361.57,10.421,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10489,BRA,South America,Brazil,2021-05-20,385.958,11.305,,,37937840.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10488,BRA,South America,Brazil,2021-05-19,372.691,12.425,,,37376193.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10487,BRA,South America,Brazil,2021-05-18,354.936,11.823,,,36844286.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10486,BRA,South America,Brazil,2021-05-17,141.833,3.698,,,36355939.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10485,BRA,South America,Brazil,2021-05-16,191.518,4.874,,,35801333.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10484,BRA,South America,Brazil,2021-05-15,315.248,9.818,,,35731848.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10483,BRA,South America,Brazil,2021-05-14,402.41,10.402,,,35383566.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10482,BRA,South America,Brazil,2021-05-13,350.923,11.211,,,34092728.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10481,BRA,South America,Brazil,2021-05-12,360.803,11.733,,,33332789.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10480,BRA,South America,Brazil,2021-05-11,342.093,10.872,,,32647725.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10479,BRA,South America,Brazil,2021-05-10,118.555,4.182,,,32101075.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10478,BRA,South America,Brazil,2021-05-09,183.059,4.817,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10477,BRA,South America,Brazil,2021-05-08,298.411,10.359,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10476,BRA,South America,Brazil,2021-05-07,371.124,10.185,,,31722544.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10475,BRA,South America,Brazil,2021-05-06,345.221,11.997,,,31504414.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10474,BRA,South America,Brazil,2021-05-05,344.821,13.225,,,31265483.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10473,BRA,South America,Brazil,2021-05-04,363.941,13.954,,,30658945.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10472,BRA,South America,Brazil,2021-05-03,115.822,4.625,,,29865013.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10471,BRA,South America,Brazil,2021-05-02,136.127,5.655,,,29421191.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10470,BRA,South America,Brazil,2021-05-01,315.037,12.495,,,29336953.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10469,BRA,South America,Brazil,2021-04-30,321.477,12.208,,,29149512.0,212.559409,25.04,33.5,14103.452,2.2,75.88
